TIME_PERIOD,Coal and manufactured gases (Gigawatt-hour),Coal and manufactured gases (Percentage),Combustible fuels (Gigawatt-hour),Combustible fuels (Percentage),Combustible fuels - non-renewable (Gigawatt-hour),Combustible fuels - non-renewable (Percentage),Combustible fuels - renewable (Gigawatt-hour),Combustible fuels - renewable (Percentage),Fossil energy (Gigawatt-hour),Fossil energy (Percentage),Geothermal (Gigawatt-hour),Geothermal (Percentage),Hydro (Gigawatt-hour),Hydro (Percentage),Mixed hydro power (Gigawatt-hour),Mixed hydro power (Percentage),Natural gas (Gigawatt-hour),Natural gas (Percentage),Nuclear fuels and other fuels n.e.c. (Gigawatt-hour),Nuclear fuels and other fuels n.e.c. (Percentage),Oil and petroleum products (excluding biofuel portion) (Gigawatt-hour),Oil and petroleum products (excluding biofuel portion) (Percentage),Other fuels n.e.c. (Gigawatt-hour),Other fuels n.e.c. (Percentage),Other renewable energies (Gigawatt-hour),Other renewable energies (Percentage),Pumped hydro power (Gigawatt-hour),Pumped hydro power (Percentage),Pure hydro power (Gigawatt-hour),Pure hydro power (Percentage),Renewables and biofuels (Gigawatt-hour),Renewables and biofuels (Percentage),Solar (Gigawatt-hour),Solar (Percentage),Solar photovoltaic (Gigawatt-hour),Solar photovoltaic (Percentage),Solar thermal (Gigawatt-hour),Solar thermal (Percentage),Total (Gigawatt-hour),Wind (Gigawatt-hour),Wind (Percentage),Wind off shore (Gigawatt-hour),Wind off shore (Percentage),Wind on shore (Gigawatt-hour),Wind on shore (Percentage)
2008-01,,,12717.0,,,,,,,,0.0,,546.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13263.0,0.0,,,,,
2008-02,,,11480.0,,,,,,,,0.0,,576.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12056.0,0.0,,,,,
2008-03,,,11324.0,,,,,,,,0.0,,647.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11971.0,0.0,,,,,
2008-04,,,10744.0,,,,,,,,0.0,,562.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11306.0,0.0,,,,,
2008-05,,,10191.0,,,,,,,,0.0,,565.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10756.0,0.0,,,,,
2008-06,,,10317.0,,,,,,,,0.0,,466.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10783.0,0.0,,,,,
2008-07,,,10486.0,,,,,,,,0.0,,511.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10997.0,0.0,,,,,
2008-08,,,10390.0,,,,,,,,0.0,,546.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10936.0,0.0,,,,,
2008-09,,,10795.0,,,,,,,,0.0,,514.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11309.0,0.0,,,,,
2008-10,,,11555.0,,,,,,,,0.0,,666.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12221.0,0.0,,,,,
2008-11,,,11206.0,,,,,,,,0.0,,647.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11853.0,0.0,,,,,
2008-12,,,11831.0,,,,,,,,0.0,,659.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12490.0,0.0,,,,,
2009-01,,,12400.0,,,,,,,,0.0,,584.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12984.0,0.0,,,,,
2009-02,,,10905.0,,,,,,,,0.0,,598.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11503.0,0.0,,,,,
2009-03,,,11491.0,,,,,,,,0.0,,763.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12254.0,0.0,,,,,
2009-04,,,9734.0,,,,,,,,0.0,,778.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10512.0,0.0,,,,,
2009-05,,,9498.0,,,,,,,,0.0,,677.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10175.0,0.0,,,,,
2009-06,,,9331.0,,,,,,,,0.0,,720.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10051.0,0.0,,,,,
2009-07,,,9833.0,,,,,,,,0.0,,736.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10569.0,0.0,,,,,
2009-08,,,9831.0,,,,,,,,0.0,,697.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10528.0,0.0,,,,,
2009-09,,,10191.0,,,,,,,,0.0,,693.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10884.0,0.0,,,,,
2009-10,,,11482.0,,,,,,,,0.0,,819.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12301.0,0.0,,,,,
2009-11,,,11160.0,,,,,,,,0.0,,924.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12084.0,0.0,,,,,
2009-12,,,12176.0,,,,,,,,0.0,,843.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13019.0,0.0,,,,,
2010-01,,,12562.0,,,,,,,,0.0,,790.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13352.0,0.0,,,,,
2010-02,,,11244.0,,,,,,,,0.0,,685.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11929.0,0.0,,,,,
2010-03,,,11478.0,,,,,,,,0.0,,946.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12424.0,0.0,,,,,
2010-04,,,9873.0,,,,,,,,0.0,,915.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10788.0,0.0,,,,,
2010-05,,,9981.0,,,,,,,,0.0,,950.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10931.0,0.0,,,,,
2010-06,,,9827.0,,,,,,,,0.0,,881.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10708.0,0.0,,,,,
2010-07,,,10226.0,,,,,,,,0.0,,877.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11103.0,0.0,,,,,
2010-08,,,10033.0,,,,,,,,0.0,,883.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10916.0,0.0,,,,,
2010-09,,,10422.0,,,,,,,,0.0,,964.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11386.0,0.0,,,,,
2010-10,,,11534.0,,,,,,,,0.0,,996.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12530.0,0.0,,,,,
2010-11,,,11338.0,,,,,,,,0.0,,931.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12269.0,0.0,,,,,
2010-12,,,12715.0,,,,,,,,0.0,,930.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13645.0,0.0,,,,,
2011-01,,,12445.0,,,,,,,,0.0,,762.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13369.0,162.0,,,,,
2011-02,,,11741.0,,,,,,,,0.0,,715.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12706.0,250.0,,,,,
2011-03,,,12301.0,,,,,,,,0.0,,997.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13544.0,246.0,,,,,
2011-04,,,10569.0,,,,,,,,0.0,,780.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11567.0,218.0,,,,,
2011-05,,,10836.0,,,,,,,,0.0,,795.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11787.0,156.0,,,,,
2011-06,,,10239.0,,,,,,,,0.0,,788.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11181.0,154.0,,,,,
2011-07,,,10224.0,,,,,,,,0.0,,922.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11301.0,155.0,,,,,
2011-08,,,10579.0,,,,,,,,0.0,,875.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11643.0,189.0,,,,,
2011-09,,,10776.0,,,,,,,,0.0,,782.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11759.0,201.0,,,,,
2011-10,,,11664.0,,,,,,,,0.0,,828.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12744.0,252.0,,,,,
2011-11,,,11875.0,,,,,,,,0.0,,807.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12881.0,199.0,,,,,
2011-12,,,11869.0,,,,,,,,0.0,,856.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13181.0,456.0,,,,,
2012-01,,,12171.0,,,,,,,,0.0,,900.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13491.0,420.0,,,,,
2012-02,,,12341.0,,,,,,,,0.0,,798.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13500.0,361.0,,,,,
2012-03,,,11134.0,,,,,,,,0.0,,1020.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12583.0,429.0,,,,,
2012-04,,,10286.0,,,,,,,,0.0,,1042.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11638.0,310.0,,,,,
2012-05,,,9975.0,,,,,,,,0.0,,987.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11220.0,258.0,,,,,
2012-06,,,9993.0,,,,,,,,0.0,,1028.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11253.0,232.0,,,,,
2012-07,,,10053.0,,,,,,,,0.0,,954.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11245.0,238.0,,,,,
2012-08,,,10269.0,,,,,,,,0.0,,928.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11451.0,254.0,,,,,
2012-09,,,10138.0,,,,,,,,0.0,,862.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11363.0,363.0,,,,,
2012-10,,,11087.0,,,,,,,,0.0,,972.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12467.0,408.0,,,,,
2012-11,,,11069.0,,,,,,,,0.0,,1102.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12612.0,441.0,,,,,
2012-12,,,11555.0,,,,,,,,0.0,,1118.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13183.0,510.0,,,,,
2013-01,,,12325.0,,,,,,,,0.0,,1049.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13863.0,489.0,,,,,
2013-02,,,11237.0,,,,,,,,0.0,,914.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12491.0,340.0,,,,,
2013-03,,,11895.0,,,,,,,,0.0,,909.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13375.0,571.0,,,,,
2013-04,,,10743.0,,,,,,,,0.0,,999.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12152.0,410.0,,,,,
2013-05,,,10266.0,,,,,,,,0.0,,851.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11475.0,358.0,,,,,
2013-06,,,10060.0,,,,,,,,0.0,,795.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11156.0,301.0,,,,,
2013-07,,,10601.0,,,,,,,,0.0,,851.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11766.0,314.0,,,,,
2013-08,,,10528.0,,,,,,,,0.0,,810.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11646.0,308.0,,,,,
2013-09,,,10800.0,,,,,,,,0.0,,838.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12083.0,445.0,,,,,
2013-10,,,11514.0,,,,,,,,0.0,,910.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13049.0,625.0,,,,,
2013-11,,,11426.0,,,,,,,,0.0,,855.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12939.0,658.0,,,,,
2013-12,,,11205.0,,,,,,,,0.0,,956.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13149.0,988.0,,,,,
2014-01,,,11596.0,,,,,,,,0.0,,895.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13419.0,928.0,,,,,
2014-02,,,10083.0,,,,,,,,0.0,,910.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11730.0,737.0,,,,,
2014-03,,,10506.0,,,,,,,,0.0,,1045.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12250.0,699.0,,,,,
2014-04,,,9905.0,,,,,,,,0.0,,949.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11337.0,483.0,,,,,
2014-05,,,9672.0,,,,,,,,0.0,,1010.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11294.0,612.0,,,,,
2014-06,,,9488.0,,,,,,,,0.0,,927.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10835.0,420.0,,,,,
2014-07,,,10489.0,,,,,,,,0.0,,1002.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11925.0,434.0,,,,,
2014-08,,,9868.0,,,,,,,,0.0,,946.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11280.0,466.0,,,,,
2014-09,,,10229.0,,,,,,,,0.0,,928.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11646.0,489.0,,,,,
2014-10,,,11016.0,,,,,,,,0.0,,1012.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12569.0,541.0,,,,,
2014-11,,,10884.0,,,,,,,,0.0,,1000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12569.0,575.0,,,,,
2014-12,,,11233.0,,,,,,,,0.0,,1037.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13335.0,1065.0,,,,,
2015-01,,,11263.0,,,,,,,,0.0,,999.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13453.0,1191.0,,,,,
2015-02,,,10639.0,,,,,,,,0.0,,1006.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12356.0,711.0,,,,,
2015-03,,,10959.0,,,,,,,,0.0,,1089.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12969.0,921.0,,,,,
2015-04,,,9720.0,,,,,,,,0.0,,1041.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11712.0,951.0,,,,,
2015-05,,,9927.0,,,,,,,,0.0,,1037.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11591.0,627.0,,,,,
2015-06,,,10004.0,,,,,,,,0.0,,908.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,11368.0,456.0,,,,,
2015-07,,,10700.0,,,,,,,,0.0,,840.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12262.0,722.0,,,,,
2015-08,,,10663.0,,,,,,,,0.0,,747.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12014.0,604.0,,,,,
2015-09,,,10715.0,,,,,,,,0.0,,810.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12257.0,732.0,,,,,
2015-10,,,11407.0,,,,,,,,0.0,,956.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13089.0,726.0,,,,,
2015-11,,,10807.0,,,,,,,,0.0,,934.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,12977.0,1234.0,,,,,
2015-12,,,10711.0,,,,,,,,0.0,,1017.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,13415.0,1687.0,,,,,
2016-01,,,11766.0,85.335,,,,,,,0.0,0.0,825.0,5.983,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,13788.0,1196.0,8.674,,,,
2016-02,,,10042.0,80.899,,,,,,,0.0,0.0,932.0,7.508,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,12413.0,1439.0,11.593,,,,
2016-03,,,10893.0,86.22,,,,,,,0.0,0.0,931.0,7.369,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,12634.0,810.0,6.411,,,,
2016-04,,,10079.0,85.422,,,,,,,0.0,0.0,819.0,6.941,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,11799.0,901.0,7.636,,,,
2016-05,,,9877.0,86.232,,,,,,,0.0,0.0,838.0,7.316,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,11454.0,739.0,6.452,,,,
2016-06,,,10160.0,87.904,,,,,,,0.0,0.0,783.0,6.775,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,11558.0,615.0,5.321,,,,
2016-07,,,10425.0,87.202,,,,,,,0.0,0.0,810.0,6.775,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,11955.0,720.0,6.023,,,,
2016-08,,,10440.0,88.168,,,,,,,0.0,0.0,689.0,5.819,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,11841.0,712.0,6.013,,,,
2016-09,,,10610.0,89.062,,,,,,,0.0,0.0,666.0,5.591,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,11913.0,637.0,5.347,,,,
2016-10,,,11268.0,84.773,,,,,,,0.0,0.0,815.0,6.132,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,13292.0,1209.0,9.096,,,,
2016-11,,,11530.0,84.173,,,,,,,0.0,0.0,778.0,5.68,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,13698.0,1390.0,10.147,,,,
2016-12,,,11619.0,82.067,,,,,,,0.0,0.0,881.0,6.223,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,14158.0,1658.0,11.711,,,,
2017-01,12091.658,81.536,13460.229,90.764,103.236,0.696,503.023,3.392,,,0.0,0.0,210.071,1.417,,,762.312,5.14,0.0,0.0,,,0.0,0.0,0.0,0.0,29.276,0.197,180.795,1.219,1843.367,12.43,3.456,0.023,3.456,0.023,0.0,0.0,14829.849,1156.093,7.796,0.0,0.0,1156.093,7.796
2017-02,10431.34,79.268,11674.595,88.716,98.819,0.751,467.378,3.552,,,0.0,0.0,213.225,1.62,,,677.058,5.145,0.0,0.0,,,0.0,0.0,0.0,0.0,38.462,0.292,174.763,1.328,1913.884,14.544,5.575,0.042,5.575,0.042,0.0,0.0,13159.563,1266.168,9.622,0.0,0.0,1266.168,9.622
2017-03,10137.968,77.549,11522.776,88.142,98.581,0.754,505.801,3.869,,,0.0,0.0,337.647,2.583,,,780.426,5.97,0.0,0.0,,,0.0,0.0,0.0,0.0,36.569,0.28,301.078,2.303,2019.402,15.447,11.5,0.088,11.5,0.088,0.0,0.0,13072.946,1201.023,9.187,0.0,0.0,1201.023,9.187
2017-04,9115.325,74.83,10535.153,86.486,121.552,0.998,478.138,3.925,,,0.0,0.0,305.689,2.509,,,820.138,6.733,0.0,0.0,,,0.0,0.0,0.0,0.0,34.365,0.282,271.324,2.227,2090.0,17.157,14.935,0.123,14.935,0.123,0.0,0.0,12181.38,1325.603,10.882,0.0,0.0,1325.603,10.882
2017-05,9751.789,80.088,10953.212,89.955,118.626,0.974,463.688,3.808,,,0.0,0.0,288.106,2.366,,,619.107,5.085,0.0,0.0,,,0.0,0.0,0.0,0.0,25.464,0.209,262.642,2.157,1661.28,13.644,22.28,0.183,22.28,0.183,0.0,0.0,12176.268,912.67,7.495,0.0,0.0,912.67,7.495
2017-06,9354.686,78.986,10549.676,89.075,127.147,1.074,457.51,3.863,,,0.0,0.0,162.542,1.372,,,610.333,5.153,0.0,0.0,,,0.0,0.0,0.0,0.0,20.861,0.176,141.681,1.196,1730.509,14.611,27.203,0.23,27.203,0.23,0.0,0.0,11843.536,1104.115,9.323,0.0,0.0,1104.115,9.323
2017-07,10145.696,82.942,11306.818,92.434,140.577,1.149,384.866,3.146,,,0.0,0.0,154.275,1.261,,,635.678,5.197,0.0,0.0,,,0.0,0.0,0.0,0.0,20.301,0.166,133.974,1.095,1290.068,10.546,22.313,0.182,22.313,0.182,0.0,0.0,12232.321,748.915,6.122,0.0,0.0,748.915,6.122
