TIME_PERIOD,brown coal - change in stock - thousand tonnes,brown coal - closing stocks on national territory - thousand tonnes,brown coal - exports - thousand tonnes,brown coal - gross inland deliveries - calculated - thousand tonnes,brown coal - imports - thousand tonnes,brown coal - indigenous production - thousand tonnes,brown coal - opening stocks on national territory - thousand tonnes,brown coal - transformation input - electricity and heat generation - main activity producers - thousand tonnes,coke oven coke - change in stock - thousand tonnes,coke oven coke - closing stocks on national territory - thousand tonnes,coke oven coke - exports - thousand tonnes,coke oven coke - final consumption - industry sector - iron and steel - thousand tonnes,coke oven coke - gross inland deliveries - calculated - thousand tonnes,coke oven coke - imports - thousand tonnes,coke oven coke - imports from outside eu - thousand tonnes,coke oven coke - indigenous production - thousand tonnes,coke oven coke - opening stocks on national territory - thousand tonnes,hard coal - change in stock - thousand tonnes,hard coal - closing stocks on national territory - thousand tonnes,hard coal - exports - thousand tonnes,hard coal - final consumption - industry sector - iron and steel - thousand tonnes,hard coal - final consumption - industry sector - thousand tonnes,hard coal - final consumption - other sectors - thousand tonnes,hard coal - gross inland deliveries - calculated - thousand tonnes,hard coal - gross inland deliveries - observed - thousand tonnes,hard coal - imports - thousand tonnes,hard coal - imports from outside eu - thousand tonnes,hard coal - indigenous production - thousand tonnes,hard coal - opening stocks on national territory - thousand tonnes,hard coal - recovered and recycled products - thousand tonnes,hard coal - statistical differences - thousand tonnes,hard coal - transformation input - coke ovens - thousand tonnes,hard coal - transformation input - electricity and heat generation - main activity producers - thousand tonnes,oil shale and oil sands - change in stock - thousand tonnes,oil shale and oil sands - closing stocks on national territory - thousand tonnes,oil shale and oil sands - exports - thousand tonnes,oil shale and oil sands - gross inland deliveries - calculated - thousand tonnes,oil shale and oil sands - imports - thousand tonnes,oil shale and oil sands - indigenous production - thousand tonnes,oil shale and oil sands - opening stocks on national territory - thousand tonnes,oil shale and oil sands - transformation input - electricity and heat generation - main activity producers - thousand tonnes,peat - change in stock - thousand tonnes,peat - closing stocks on national territory - thousand tonnes,peat - exports - thousand tonnes,peat - gross inland deliveries - calculated - thousand tonnes,peat - imports - thousand tonnes,peat - indigenous production - thousand tonnes,peat - opening stocks on national territory - thousand tonnes,peat - transformation input - electricity and heat generation - main activity producers - thousand tonnes
2012-07,12.0,279.0,0.0,5419.0,8.0,5399.0,291.0,5387.0,39.0,420.0,586.0,180.0,218.0,10.0,,755.0,459.0,-728.0,6964.0,468.0,,487.0,1029.0,6208.0,,845.0,,6500.0,6236.0,59.0,,1020.0,2743.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08,6.0,273.0,12.0,5241.0,13.0,5234.0,279.0,5162.0,-40.0,460.0,474.0,187.0,237.0,13.0,,738.0,420.0,-541.0,7505.0,611.0,,481.0,1094.0,6258.0,,780.0,,6578.0,6964.0,52.0,,1000.0,2852.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09,-18.0,291.0,5.0,5052.0,8.0,5067.0,273.0,4969.0,34.0,426.0,503.0,187.0,258.0,11.0,,716.0,460.0,-231.0,7736.0,803.0,,543.0,1228.0,6313.0,,813.0,,6479.0,7505.0,55.0,,964.0,2911.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10,0.0,291.0,15.0,5152.0,13.0,5154.0,291.0,5036.0,-22.0,448.0,530.0,162.0,197.0,12.0,,737.0,426.0,-480.0,8216.0,833.0,,710.0,1386.0,6961.0,,824.0,,7398.0,7736.0,52.0,,1000.0,3279.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11,-126.0,417.0,20.0,5317.0,10.0,5453.0,291.0,5217.0,-39.0,487.0,472.0,135.0,180.0,7.0,,684.0,448.0,-628.0,8844.0,868.0,,807.0,916.0,6728.0,,990.0,,7191.0,8216.0,43.0,,926.0,3167.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12,-47.0,464.0,22.0,5238.0,6.0,5301.0,417.0,5164.0,23.0,464.0,538.0,170.0,211.0,8.0,,718.0,487.0,-103.0,8947.0,717.0,,766.0,731.0,6493.0,,948.0,,6343.0,8844.0,22.0,,944.0,3115.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01,122.0,342.0,18.0,5604.0,6.0,5494.0,464.0,5507.0,49.0,415.0,578.0,200.0,250.0,7.0,,772.0,464.0,-430.0,9377.0,687.0,,515.0,989.0,6656.0,,828.0,,6913.0,8947.0,32.0,,1056.0,3209.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02,-45.0,387.0,18.0,5001.0,6.0,5058.0,342.0,4928.0,98.0,317.0,584.0,196.0,266.0,8.0,,744.0,415.0,-416.0,9793.0,1001.0,,552.0,934.0,5346.0,,634.0,,6092.0,9377.0,37.0,,980.0,2678.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03,95.0,292.0,15.0,5576.0,8.0,5488.0,387.0,5477.0,10.0,307.0,560.0,208.0,295.0,9.0,,836.0,317.0,325.0,9468.0,996.0,,601.0,1221.0,6531.0,,909.0,,6252.0,9793.0,41.0,,1105.0,2808.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04,-109.0,401.0,16.0,5295.0,8.0,5412.0,292.0,5244.0,0.0,307.0,563.0,200.0,263.0,15.0,,811.0,307.0,378.0,9090.0,963.0,,514.0,1251.0,6467.0,,805.0,,6205.0,9468.0,42.0,,1082.0,2800.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05,-47.0,448.0,24.0,5337.0,12.0,5396.0,401.0,5299.0,-63.0,370.0,516.0,179.0,256.0,7.0,,828.0,307.0,325.0,8765.0,1069.0,,474.0,1014.0,6017.0,,752.0,,5969.0,9090.0,40.0,,1104.0,2755.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06,-85.0,533.0,0.0,5358.0,12.0,5431.0,448.0,5330.0,-81.0,451.0,503.0,153.0,203.0,23.0,,764.0,370.0,-416.0,9181.0,1125.0,,470.0,987.0,5408.0,,640.0,,6269.0,8765.0,40.0,,1015.0,2638.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07,2.0,531.0,0.0,5605.0,11.0,5592.0,533.0,5564.0,74.0,377.0,590.0,218.0,264.0,18.0,,762.0,451.0,-187.0,9368.0,873.0,,524.0,1294.0,6212.0,,666.0,,6565.0,9181.0,41.0,,1007.0,2759.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08,-31.0,562.0,1.0,5453.0,16.0,5469.0,531.0,5405.0,-40.0,417.0,432.0,220.0,299.0,22.0,,749.0,377.0,98.0,9270.0,929.0,,499.0,1290.0,6275.0,,818.0,,6233.0,9368.0,55.0,,992.0,3065.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09,-50.0,612.0,11.0,5356.0,17.0,5400.0,562.0,5249.0,-29.0,446.0,469.0,205.0,262.0,18.0,,742.0,417.0,393.0,8877.0,881.0,,618.0,1302.0,6898.0,,964.0,,6367.0,9270.0,55.0,,983.0,3326.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10,89.0,523.0,39.0,6005.0,29.0,5926.0,612.0,5854.0,13.0,433.0,537.0,165.0,267.0,18.0,,773.0,446.0,536.0,8341.0,935.0,,751.0,1430.0,7937.0,,1252.0,,7026.0,8877.0,58.0,,1024.0,3739.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11,19.0,504.0,42.0,5789.0,22.0,5790.0,523.0,5686.0,35.0,398.0,679.0,148.0,160.0,17.0,,787.0,433.0,611.0,7730.0,728.0,,744.0,1155.0,7233.0,,1075.0,,6220.0,8341.0,55.0,,1035.0,3379.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12,-29.0,533.0,34.0,5509.0,9.0,5563.0,504.0,5412.0,22.0,376.0,548.0,171.0,283.0,16.0,,793.0,398.0,344.0,7386.0,605.0,,765.0,1122.0,7541.0,,1390.0,,6355.0,7730.0,57.0,,1045.0,3189.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01,-66.0,599.0,36.0,5622.0,15.0,5709.0,533.0,5531.0,-33.0,409.0,519.0,227.0,274.0,19.0,,807.0,376.0,-98.0,7484.0,671.0,,562.0,890.0,6514.0,,1043.0,,6190.0,7386.0,50.0,,1075.0,3104.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02,38.0,561.0,28.0,4870.0,13.0,4847.0,599.0,4806.0,43.0,366.0,569.0,211.0,236.0,14.0,,748.0,409.0,-648.0,8132.0,702.0,,559.0,862.0,5730.0,,829.0,,6192.0,7484.0,59.0,,984.0,2624.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03,-30.0,591.0,12.0,5248.0,9.0,5281.0,561.0,5211.0,30.0,336.0,512.0,213.0,355.0,7.0,,830.0,366.0,-472.0,8604.0,946.0,,552.0,905.0,5728.0,,1012.0,,6075.0,8132.0,59.0,,1093.0,2514.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04,60.0,531.0,17.0,4961.0,10.0,4908.0,591.0,4930.0,-41.0,377.0,496.0,171.0,248.0,10.0,,775.0,336.0,-302.0,8906.0,837.0,,466.0,767.0,5196.0,,701.0,,5568.0,8604.0,66.0,,1023.0,2369.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05,-29.0,560.0,13.0,5229.0,9.0,5262.0,531.0,5197.0,37.0,340.0,599.0,198.0,242.0,12.0,,792.0,377.0,-258.0,9164.0,732.0,,402.0,750.0,5470.0,,709.0,,5681.0,8906.0,70.0,,1048.0,2606.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06,-56.0,616.0,12.0,5109.0,13.0,5164.0,560.0,5079.0,22.0,318.0,524.0,217.0,255.0,11.0,,746.0,340.0,-468.0,9632.0,640.0,,423.0,789.0,5333.0,,837.0,,5531.0,9164.0,73.0,,987.0,2528.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07,96.0,520.0,10.0,5519.0,11.0,5422.0,616.0,5483.0,-1.0,319.0,477.0,221.0,311.0,12.0,,777.0,318.0,-461.0,10093.0,730.0,,466.0,905.0,6233.0,,877.0,,6491.0,9632.0,56.0,,1024.0,3044.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08,-41.0,561.0,16.0,5490.0,12.0,5535.0,520.0,5441.0,53.0,266.0,563.0,199.0,290.0,11.0,,789.0,319.0,92.0,10001.0,707.0,,470.0,898.0,5549.0,,604.0,,5512.0,10093.0,48.0,,1051.0,3142.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09,-23.0,584.0,37.0,5361.0,18.0,5403.0,561.0,5271.0,71.0,195.0,601.0,196.0,279.0,26.0,,783.0,266.0,292.0,9709.0,763.0,,665.0,1331.0,6931.0,,908.0,,6425.0,10001.0,69.0,,926.0,3267.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10,-16.0,600.0,35.0,5593.0,15.0,5629.0,584.0,5501.0,0.0,195.0,572.0,188.0,288.0,16.0,,844.0,195.0,246.0,9463.0,841.0,,745.0,1331.0,7082.0,,973.0,,6638.0,9709.0,66.0,,1120.0,3111.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11,-26.0,626.0,51.0,5298.0,14.0,5361.0,600.0,5221.0,10.0,185.0,605.0,177.0,233.0,10.0,,818.0,195.0,637.0,8826.0,602.0,,689.0,876.0,6908.0,,914.0,,5899.0,9463.0,60.0,,1085.0,3332.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12,162.0,464.0,36.0,5493.0,10.0,5357.0,626.0,5396.0,-3.0,188.0,632.0,188.0,222.0,11.0,,846.0,185.0,-130.0,8956.0,621.0,,721.0,834.0,6553.0,,934.0,,6312.0,8826.0,58.0,,1118.0,3532.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01,-148.0,612.0,21.0,5445.0,3.0,5611.0,464.0,5364.0,17.0,171.0,523.0,194.0,348.0,10.0,,844.0,188.0,4.0,8952.0,654.0,,394.0,766.0,5677.0,,594.0,,5678.0,8956.0,55.0,,1116.0,2896.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02,-16.0,628.0,16.0,5184.0,9.0,5207.0,612.0,5097.0,16.0,155.0,448.0,207.0,272.0,11.0,,693.0,171.0,-404.0,9356.0,508.0,,457.0,766.0,5002.0,,681.0,,5192.0,8952.0,41.0,,901.0,2397.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03,-40.0,668.0,19.0,5519.0,11.0,5567.0,628.0,5456.0,-20.0,175.0,530.0,212.0,307.0,8.0,,849.0,155.0,-3.0,9359.0,897.0,,493.0,1063.0,5901.0,,695.0,,6062.0,9356.0,44.0,,1122.0,3042.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04,124.0,544.0,13.0,4787.0,9.0,4667.0,668.0,4742.0,-77.0,252.0,511.0,246.0,246.0,9.0,,825.0,175.0,553.0,8806.0,836.0,,641.0,885.0,6124.0,,481.0,,5884.0,9359.0,42.0,,1077.0,2907.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05,-61.0,605.0,12.0,5083.0,12.0,5144.0,544.0,5049.0,-5.0,257.0,601.0,216.0,235.0,5.0,,836.0,252.0,921.0,7885.0,946.0,,534.0,852.0,6074.0,,381.0,,5672.0,8806.0,46.0,,1102.0,3409.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06,-19.0,624.0,11.0,5444.0,7.0,5467.0,605.0,5409.0,-44.0,301.0,464.0,247.0,293.0,5.0,,796.0,257.0,604.0,7281.0,743.0,,582.0,1038.0,6444.0,,646.0,,5890.0,7885.0,47.0,,1049.0,2719.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07,-2.0,626.0,15.0,5784.0,19.0,5782.0,624.0,5735.0,-63.0,364.0,553.0,239.0,240.0,6.0,,850.0,301.0,-523.0,7804.0,712.0,,439.0,977.0,5441.0,,546.0,,6096.0,7281.0,34.0,,903.0,2456.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08,26.0,600.0,4.0,5257.0,15.0,5220.0,626.0,5193.0,8.0,356.0,602.0,212.0,250.0,7.0,,837.0,364.0,552.0,7252.0,945.0,,475.0,974.0,5937.0,,667.0,,5630.0,7804.0,33.0,,1114.0,2958.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09,26.0,574.0,16.0,4964.0,18.0,4936.0,600.0,4884.0,54.0,302.0,568.0,212.0,293.0,8.0,,799.0,356.0,153.0,7099.0,954.0,,674.0,1311.0,6309.0,,971.0,,6086.0,7252.0,53.0,,1065.0,2779.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10,77.0,497.0,22.0,5458.0,31.0,5372.0,574.0,5361.0,-28.0,330.0,515.0,215.0,284.0,11.0,,816.0,302.0,87.0,7012.0,664.0,,729.0,1330.0,7028.0,,771.0,,6801.0,7099.0,33.0,,1085.0,3481.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11,-119.0,616.0,27.0,5020.0,40.0,5126.0,497.0,4918.0,-38.0,368.0,562.0,178.0,216.0,7.0,,809.0,330.0,69.0,6943.0,574.0,,757.0,1104.0,7153.0,,931.0,,6691.0,7012.0,36.0,,1071.0,3387.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12,-8.0,624.0,21.0,5015.0,12.0,5032.0,616.0,4942.0,-5.0,373.0,578.0,202.0,264.0,8.0,,839.0,368.0,291.0,6652.0,719.0,,633.0,1892.0,6977.0,,853.0,,6507.0,6943.0,45.0,,1125.0,3496.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01,-59.0,683.0,96.0,4851.0,16.0,4990.0,624.0,4846.0,-161.0,534.0,406.0,212.0,265.0,5.0,,827.0,373.0,76.0,6576.0,459.0,,544.0,1138.0,6151.0,,539.0,,5966.0,6652.0,29.0,,1013.0,2996.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02,31.0,652.0,13.0,4633.0,14.0,4601.0,683.0,4577.0,12.0,522.0,603.0,209.0,211.0,13.0,,789.0,534.0,-529.0,7105.0,508.0,,607.0,702.0,6119.0,,998.0,,6125.0,6576.0,33.0,,1013.0,2719.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03,-69.0,721.0,7.0,4806.0,17.0,4865.0,652.0,4741.0,-2.0,524.0,557.0,234.0,269.0,12.0,,816.0,522.0,288.0,6817.0,855.0,,469.0,1073.0,5507.0,,465.0,,5575.0,7105.0,34.0,,1064.0,2441.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04,87.0,634.0,6.0,4490.0,18.0,4391.0,721.0,4439.0,53.0,471.0,577.0,216.0,273.0,15.0,,782.0,524.0,1250.0,5567.0,687.0,,550.0,825.0,6569.0,,741.0,,5233.0,6817.0,32.0,,1041.0,2652.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05,54.0,580.0,9.0,4856.0,9.0,4802.0,634.0,4822.0,-10.0,481.0,598.0,184.0,208.0,8.0,,808.0,471.0,-81.0,5648.0,794.0,,465.0,1020.0,5051.0,,413.0,,5491.0,5567.0,22.0,,1058.0,2273.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06,24.0,556.0,20.0,4745.0,30.0,4711.0,580.0,4689.0,62.0,419.0,608.0,179.0,254.0,6.0,,794.0,481.0,-611.0,6259.0,831.0,,462.0,798.0,5245.0,,743.0,,5912.0,5648.0,32.0,,1041.0,2285.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07,57.0,499.0,0.0,5533.0,26.0,5450.0,556.0,5424.0,21.0,398.0,664.0,180.0,184.0,8.0,,819.0,419.0,53.0,6206.0,836.0,,430.0,711.0,5441.0,,540.0,,5648.0,6259.0,36.0,,1071.0,2666.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08,-36.0,535.0,1.0,5646.0,35.0,5648.0,499.0,5584.0,-18.0,416.0,585.0,214.0,234.0,13.0,,824.0,398.0,-519.0,6725.0,813.0,,474.0,936.0,5308.0,,723.0,,5880.0,6206.0,37.0,,1080.0,2629.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09,-29.0,564.0,16.0,5193.0,26.0,5212.0,535.0,5113.0,38.0,378.0,587.0,181.0,273.0,16.0,,806.0,416.0,2356.0,4369.0,914.0,,553.0,3291.0,8367.0,,715.0,,6172.0,6725.0,38.0,,1043.0,3032.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10,13.0,551.0,2.0,5055.0,17.0,5027.0,564.0,5001.0,-15.0,393.0,593.0,223.0,229.0,10.0,,827.0,378.0,417.0,3952.0,898.0,,615.0,1313.0,6305.0,,472.0,,6274.0,4369.0,40.0,,1077.0,3031.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11,34.0,517.0,15.0,5333.0,25.0,5289.0,551.0,5166.0,-23.0,416.0,553.0,207.0,220.0,10.0,,786.0,393.0,273.0,3679.0,749.0,,735.0,1165.0,6506.0,,854.0,,6096.0,3952.0,32.0,,1023.0,2757.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12,-49.0,566.0,27.0,5202.0,18.0,5260.0,517.0,5064.0,38.0,378.0,604.0,215.0,282.0,9.0,,839.0,416.0,235.0,3444.0,706.0,,755.0,1151.0,6682.0,,1072.0,,6046.0,3679.0,35.0,,1069.0,2577.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01,-104.113,670.498,17.347,5950.46,19.919,6052.001,566.385,5834.911,12.33,365.47,539.154,228.969,254.131,5.769,5.509,775.186,377.8,196.48,3247.442,506.0,9.08,557.867,983.531,5810.524,5108.485,458.351,454.172,5635.617,3443.922,26.076,702.039,917.276,2649.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-02,46.291,624.207,11.172,5150.698,14.304,5101.275,670.498,5063.059,-98.954,464.424,380.838,206.216,244.365,10.385,5.893,713.772,365.47,183.588,3063.854,659.337,8.817,542.588,978.535,5547.361,5041.477,814.784,809.591,5174.079,3247.442,34.247,505.884,917.276,2603.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-03,11.936,612.271,21.959,5207.484,19.739,5197.768,624.207,5143.366,-92.179,556.603,470.549,181.212,254.855,12.419,7.326,805.164,464.424,32.766,3031.088,762.293,8.817,583.47,1348.747,6004.677,5455.935,726.542,713.974,5968.345,3063.854,39.317,548.742,759.372,2764.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-04,14.734,597.537,20.602,4604.768,20.942,4589.694,612.271,4567.809,117.836,438.767,638.963,199.768,254.593,8.479,3.713,767.241,556.603,-17.005,3048.093,587.526,8.905,524.672,956.126,5773.714,4845.809,1054.86,1024.671,5284.878,3031.088,38.507,927.905,995.556,2369.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-05,-6.399,603.936,23.037,5082.096,15.651,5095.881,597.537,5055.695,24.995,413.772,546.778,217.14,297.83,17.091,10.227,802.522,438.767,137.688,2910.405,593.466,18.057,541.503,1041.719,5855.682,5352.372,768.723,750.208,5504.988,3048.093,37.749,503.31,1042.142,2727.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-06,122.388,481.548,15.178,4823.091,19.181,4696.7,603.936,4735.442,35.649,378.123,555.363,209.395,260.419,6.732,4.461,773.401,413.772,133.768,2776.637,563.84,18.057,516.468,1001.986,5629.559,4984.304,824.169,796.452,5196.279,2910.405,39.183,645.255,1002.294,2463.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-07,120.546,361.002,0.019,5490.934,15.469,5354.938,481.548,5459.132,-94.674,472.797,457.463,219.444,268.074,12.215,6.722,807.996,378.123,-113.82,2890.457,595.725,18.057,540.081,864.367,5642.18,4848.151,1175.594,1140.462,5132.392,2776.637,43.739,794.029,1049.943,2393.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-08,-72.631,433.633,14.12,5022.358,20.814,5088.295,361.002,4964.117,23.995,448.802,602.402,210.713,259.183,13.111,4.752,824.479,472.797,0.237,2890.22,548.134,30.664,536.802,951.048,6227.906,5202.028,1395.386,1346.589,5330.065,2890.457,50.352,1025.878,1060.871,2653.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-09,-124.296,557.929,27.377,5079.23,21.176,5209.727,433.633,4987.349,138.643,310.159,602.402,216.787,347.276,39.689,16.734,771.346,448.802,-147.279,3037.499,506.26,33.0,567.677,939.115,6310.09,5187.14,1286.136,1251.262,5632.718,2890.22,44.775,1122.95,984.875,2695.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
